quanta_author,quanta_pub_date,quanta_title,arxiv_id,title,authors,original_submission_date,most_recent_update_date,primary_subject,secondary_subject,primary-MSC,secondary_MSC
['Natalie Wolchover'],2015-03-20,‘Penguin’ Anomaly Hints at Missing Particles,1406.6482,Test of lepton universality using $B^{+}\rightarrow K^{+}\ell^{+}\ell^{-}$ decays,"['Hicheur, A.', 'John, M.', 'Zvyagin, A.', 'Dovbnya, A.', 'Nguyen-Mau, C.', 'Rauschmayr, N.', 'Sail, P.', 'Sánchez, A. Martín', 'Britsch, M.', 'Brett, D.', 'Aaij, R.', 'Garrido, L.', 'De Capua, S.', 'Romanovsky, V.', 'Soler, F. J. P.', 'Pescatore, L.', 'Stenyakin, O.', 'Topp-Joergensen, S.', 'Fiorini, M.', 'Blusk, S.', 'Britton, T.', 'Petridis, K.', 'Xu, Z.', 'Francisco, O.', 'Kucharczyk, M.', 'Liu, B.', 'Benton, J.', 'Stahl, M.', 'Bettler, M. -O.', 'Albor, V. Fernandez', 'Dreimanis, K.', 'Kreps, M.', 'Seyfert, P.', 'Andreotti, M.', 'Cartelle, P. Alvarez', 'Pesen, E.', 'Velthuis, J. J.', 'Chen, S.', 'van Tilburg, J.', 'Deschamps, O.', 'Batozskaya, V.', 'Voong, D.', 'Bursche, A.', 'Viaud, B.', 'Heijne, V.', 'Kanso, W.', 'Minard, M. -N.', 'Perez, D. Campora', 'Ghez, Ph.', 'Ajaltouni, Z.', 'Belyaev, I.', 'Jawahery, A.', 'Mazurov, A.', 'Price, E.', 'Gomez, R. Vazquez', 'Kolpin, M.', 'Coombes, M.', 'Krocker, G.', 'Märki, R.', 'Punzi, G.', 'Stroili, R.', 'Casse, G.', 'Blouw, J.', 'Falabella, A.', 'Carson, L.', 'Graziani, G.', 'Patrignani, C.', 'Waldi, R.', 'Syropoulos, V.', 'Cardinale, R.', 'Romero, D. A. Roa', 'Sun, L.', 'Rakotomiaramanana, B.', 'Alexander, M.', 'Mancinelli, G.', 'Rotondo, M.', 'De Paula, B. Souza', 'Nikodem, T.', 'Klaver, S.', 'Onderwater, G.', 'Machefert, F.', 'Fitzpatrick, C.', 'Goicochea, J. M. Otalora', 'Blanc, F.', 'Cardini, A.', 'Wishahi, J.', 'Lohn, S.', 'Tsaregorodtsev, A.', 'Patel, G. D.', 'Shires, A.', 'Matev, R.', 'Leflat, A.', 'Sokoloff, M. D.', 'Dzyuba, A.', 'Pietrzyk, B.', 'Cauet, Ch.', 'Zhokhov, A.', 'Williams, M. P.', 'Simi, G.', 'Hansmann-Menzemer, S.', 'Hill, D.', 'Dziurda, A.', 'Cogan, J.', 'Straumann, U.', 'Amato, S.', 'Lopez-March, N.', 'Cowan, G. A.', 'Voss, H.', 'Gandini, P.', 'De Simone, P.', 'Graugés, E.', 'Semennikov, A.', 'Anderson, J.', 'Appleby, R. B.', 'Cassina, L.', 'Santos, D. Martinez', 'Tresch, M.', 'Yushchenko, O.', 'Pugatch, V.', 'He, J.', 'Liles, M.', 'Linn, C.', 'Nakada, T.', 'Andrews, J. E.', 'Klimaszewski, K.', 'Gauld, R.', 'Schiller, M.', 'Cunliffe, S.', 'Jaton, P.', 'Torr, N.', 'Anderlini, L.', 'Latham, T.', 'Sepp, I.', 'Walsh, J.', 'Jans, E.', 'Hulsbergen, W.', 'De Bruyn, K.', 'Marino, P.', 'Silva, J. J. Saborido', 'Tran, M. T.', 'Xie, Y.', 'Bien, A.', 'Stone, S.', 'Gordon, H.', 'Needham, M.', 'Bernet, R.', 'McNab, A.', 'Stahl, S.', 'Pilař, T.', 'Oggero, S.', 'Li, Y.', 'Wilkinson, G.', 'Bizzeti, A.', 'Schwemmer, R.', 'Campana, P.', 'Lambert, R. W.', 'Lefèvre, R.', 'Kravchuk, L.', 'Meissner, M.', 'Roiser, S.', 'Qian, W.', 'Schindler, H.', 'Ely, S.', 'Evans, H. -M.', 'Gregson, S.', 'Massafferri, A.', 'Frosini, M.', 'Gibson, V.', 'Orlandea, M.', 'Hoballah, M.', 'Filippov, S.', 'Rangel, M. S.', 'Pistone, A.', 'Kudryavtsev, V.', 'Moggi, N.', 'Teklishyn, M.', 'Haefeli, G.', 'Ustyuzhanin, A.', 'Palutan, M.', 'Schune, M. -H.', 'Zangoli, M.', 'La Thi, V. N.', 'Dorigo, M.', 'Haines, S. C.', 'Deckenhoff, M.', 'Zhelezov, A.', 'Frei, C.', ""Giani', S."", 'Khurewathanakul, C.', 'Morris, A. -B.', 'Schneider, O.', 'Potterat, C.', 'Sciubba, A.', 'Maciuc, F.', 'Szilard, D.', 'Harnew, S. T.', 'Guz, Yu.', 'Neuner, M.', 'Koppenburg, P.', 'Vorobyev, V.', 'Wallace, R.', 'Vesterinen, M.', 'Witek, M.', 'Tuning, N.', 'Rama, M.', 'Perazzini, S.', 'Barter, W.', 'Thomas, C.', 'Uwer, U.', 'Longstaff, I.', 'Carbone, A.', 'Swientek, K.', 'Garcia, M. Ubeda', 'Vorobyev, A.', 'Okhrimenko, O.', 'Bachmann, S.', 'Rodriguez, J. Molina', 'Auriemma, G.', 'Hennessy, K.', 'Han, X.', 'Gligorov, V. V.', 'Popovici, B.', 'Tisserand, V.', 'Farley, N.', 'Färber, C.', 'Szczekowski, M.', 'Perez, P. Rodriguez', 'Cogneras, E.', 'Thomas, E.', 'Olloqui, E. Picatoste', 'Del Buono, L.', 'Durante, P.', 'Polci, F.', 'Savrie, M.', 'Tolk, S.', 'Blake, T.', 'Bondar, N.', 'Chiapolini, N.', 'Dossett, D.', 'Vilasis-Cardona, X.', 'Kreplin, K.', 'van Beuzekom, M.', 'Lu, H.', 'Stracka, S.', 'Closier, J.', 'Brodzicka, J.', 'Barschel, C.', 'Altarelli, M. Pepe', 'Playfer, S.', 'Ruffini, F.', 'Beaucourt, L.', 'Vagnoni, V.', 'Palano, A.', 'Nasteva, I.', 'Haen, C.', 'Karodia, S.', 'Hunt, P.', 'Galli, D.', 'Pearce, A.', 'Kvaratskheliya, T.', 'Gershon, T.', 'Wallace, C.', 'Whitehead, M.', 'Petrolini, A.', 'Reis, A. C. dos', 'Charles, M.', 'Borsato, M.', 'Soomro, F.', 'Stoica, S.', 'Calabrese, R.', 'Comerma-Montells, A.', 'Kozlinskiy, A.', 'Sirendi, M.', 'Passaleva, G.', 'Satta, A.', 'Vollhardt, A.', 'Griffith, P.', 'Swientek, S.', 'Rouvinet, J.', 'Williams, M.', 'Websdale, D.', 'Torreira, A. Gallas', 'Amhis, Y.', 'Saitta, B.', 'Easo, S.', 'Decamp, D.', 'Niess, V.', 'Gersabeck, M.', 'Belous, K.', 'Gushchin, E.', 'Cenci, R.', ""D'Ambrosio, C."", 'Kaballo, M.', 'Lupato, A.', 'Oyanguren, A.', 'Frank, M.', 'Trigo, E. Perez', 'Tellarini, G.', 'Bowen, E.', 'Eidelman, S.', 'Fiore, M.', 'Karbach, T. M.', 'Langenbruch, C.', 'Gac, R. Le', 'Gianelle, A.', 'Golutvin, A.', 'Sutcliffe, W.', 'Bencivenni, G.', 'Esen, S.', ""O'Hanlon, D. P."", 'Greening, E.', 'van Herwijnen, E.', 'Henrard, P.', 'Calvi, M.', 'Hussain, N.', 'Borghi, S.', 'LHCb collaboration', 'McSkelly, B.', 'Spradlin, P.', 'Ali, S.', 'Martinelli, M.', 'Davis, A.', 'Morello, M. J.', 'Collins, P.', 'Neubert, S.', 'Harrison, J.', 'Eklund, L.', 'Gambetta, S.', 'Coco, V.', 'Vidal, F. Martinez', 'Langhans, B.', 'Muheim, F.', 'Manca, G.', 'Szumlak, T.', 'Ciba, K.', 'Zavertyaev, M.', 'Serra, N.', 'Saunders, D. M.', 'Rodrigues, F. Ferreira', 'Subbiah, V. K.', 'Shekhtman, L.', 'Raven, G.', 'Ketel, T.', 'Sarti, A.', 'Morawski, P.', 'Perret, P.', 'Xing, Z.', 'Valls, P. Ruiz', 'Evans, T.', 'Wang, J.', 'Machikhiliyan, I. V.', 'Donleavy, S.', 'Sierra, C. Vázquez', 'Rihl, M.', 'Shears, T.', 'Hall, S.', 'Jalocha, J.', 'Neri, N.', 'Seco, M.', 'Mountain, R.', 'Ricciardi, S.', 'Akiba, K. Carvalho', 'Dupertuis, F.', 'Garofoli, J.', 'Kochebina, O.', 'Henry, L.', 'Rios, C. Santamarina', 'Meadows, B.', 'Garcia, L. Castillo', 'Jaeger, A.', 'Zhang, W. C.', 'Reichert, S.', 'Lacarrere, D.', 'Luppi, E.', 'Lucchesi, D.', 'Wyllie, K.', 'Johnson, D.', 'Corti, G.', 'Marks, J.', 'Voß, C.', 'Gutierrez, O. Aquines', 'Lupton, O.', 'Ferro-Luzzi, M.', 'Adeva, B.', 'Head, T.', 'Benito, C. Marin', 'Charpentier, Ph.', 'Pappagallo, M.', 'Wiedner, D.', 'Satriano, C.', 'Hampson, T.', 'Veltri, M.', 'Müller, K.', 'Jacobsson, R.', 'Bocci, V.', 'Lionetto, F.', 'Volyanskyy, D.', 'Zhang, Y.', 'Stevenson, S.', 'Nikitin, N.', 'Zhang, L.', 'Pinci, D.', 'Owen, P.', 'Sciascia, B.', 'Alessio, F.', 'Carboni, G.', 'McNulty, R.', 'Storaci, B.', 'Lesiak, T.', 'Bay, A.', 'Mussini, M.', 'Tomassetti, L.', 'Pritchard, A.', 'Casasus, M. Plo', 'Muster, B.', 'Tourneur, S.', 'Gersabeck, E.', 'Beddow, J.', 'Déléage, N.', 'Andreassen, R.', 'Idzik, M.', 'Perrin-Terrin, M.', 'Morata, J. A. Hernando', 'Lees, J. -P.', 'Vidal, X. Cid', 'Alves Jr, A. A.', 'Maratas, J.', 'Akar, S.', 'Gavardi, L.', 'Lambert, D.', 'Kandybei, S.', 'De Miranda, J. M.', 'Popov, D.', 'Gandelman, M.', 'Bediaga, I.', 'Wicht, J.', 'Artuso, M.', 'Liu, G.', 'Alkhazov, G.', 'Leo, S.', 'Shcheglov, Y.', 'Khanji, B.', 'Gavrilov, G.', 'Malde, S.', ""T'Jampens, S."", 'Grecu, A.', 'Rademacker, J. H.', 'Mayordomo, C. Sanchez', 'Baalouch, M.', 'Kucewicz, W.', 'Barlow, R. J.', 'Fu, J.', 'Affolder, A.', 'Heß, M.', 'Schmelling, M.', 'Suárez, A. Dosil', 'Dordei, F.', 'Rinnert, K.', 'Cadeddu, S.', 'Nguyen, T. D.', 'Vidal, A. Romero', 'Benson, S.', 'Obraztsov, V.', 'Kelsey, M.', 'Merk, M.', 'McCann, M.', 'Jost, B.', 'Tsopelas, P.', 'Hamilton, B.', 'Ben-Haim, E.', 'De Silva, W.', 'Yuan, X.', 'Gomez, M. Calvo', 'Gui, B.', 'Teubert, F.', 'Wandernoth, S.', 'Komarov, I.', 'Palombo, F.', 'Cheung, S. -F.', 'Cattaneo, M.', 'Gomes, A.', 'Di Canto, A.', 'van Leerdam, J.', 'Nandakumar, R.', 'Vieira, D.', 'Tobin, M.', 'Patel, M.', 'Wimberley, J.', 'Bedeschi, F.', 'Ekelhof, R.', 'Naik, P.', 'Ward, D. R.', 'Fontanelli, F.', 'Shapkin, M.', 'Shevchenko, V.', 'Regueiro, P. Vazquez', 'Skwarnicki, T.', 'Vecchi, S.', 'Schmidt, B.', 'Amerio, S.', 'Bondar, A.', 'Cardoso, L. A. Granado', 'Rodrigues, A. B.', 'Dijkstra, H.', 'Gao, Y.', 'Krokovny, P.', 'Snoek, H.', 'Brown, H.', 'Prisciandaro, J.', 'Belogurov, S.', 'Eitschberger, U.', 'Karacson, M.', 'Busetto, G.', 'Berezhnoy, A.', 'Wright, S.', 'Battista, V.', 'Raniuk, I.', 'De Cian, M.', 'David, P. N. Y.', 'Nicol, M.', 'De Paula, L.', 'Clarke, P. E. L.', 'Sridharan, S.', 'Korolev, M.', 'Giubega, L.', 'Kurek, K.', 'Lai, A.', 'Fontana, M.', 'Nguyen, A. D.', 'Sestini, L.', 'Bozzi, C.', 'Smith, M.', 'Polycarpo, E.', 'Matteuzzi, C.', 'Bonivento, W.', 'Brook, N. H.', 'Schlupp, M.', 'Dalseno, J.', 'Serrano, J.', 'Fay, RF', 'Alvarez, A. Pazos', 'Shapoval, I.', 'Tonelli, D.', 'Oblakowska-Mucha, A.', 'Papanestis, A.', 'Prouve, C.', 'Veneziano, G.', 'Lazzeroni, C.', 'Lindner, R.', 'Ruiz, H.', 'David, P.', 'Molina, V. Rives', 'Morandin, M.', 'Ogilvy, S.', 'Aslanides, E.', 'Clemencic, M.', 'de Vries, J. A.', 'Badalov, A.', 'Parkes, C.', 'Grillo, L.', 'Lefrançois, J.', 'Ilten, P.', 'Hynds, D.', 'Joram, C.', 'Marchand, J. F.', 'Gotti, C.', 'Firlej, M.', 'Navarro, A. Puig', 'Poluektov, A.', 'Pellegrino, A.', 'Leverington, B.', 'Albrecht, J.', 'Bird, T.', 'Farinelli, C.', 'Kenyon, I. R.', 'Schopper, A.', 'Cook, A.', 'Rodrigues, E.', 'Pal, B. K.', 'Tostes, D. Martins', 'Valenti, G.', 'Grünberg, O.', 'Barsuk, S.', 'Ruf, T.', 'Jurik, N.', 'Brambach, T.', 'Golubkov, D.', 'Adinolfi, M.', 'Savrina, D.', 'Lafferty, G.', 'Novoselov, A.', 'Ferguson, D.', 'Rachwal, B.', 'Reid, M. M.', 'Bressieux, J.', 'Szczypka, P.', 'Coutinho, R. Silva', 'Leroy, O.', 'Gys, T.', 'Gaspar, C.', 'Artamonov, A.', 'Fiutowski, T.', 'Egede, U.', 'Mordà, A.', 'Sagidova, N.', 'Ukleja, A.', 'Koopman, R. F.', 'Tournefier, E.', 'Sedes, B. Sanmartin', 'Watson, N. K.', 'Diaz, R. Graciani', 'Spaan, B.', 'Eisenhardt, S.', 'Harnew, N.', 'Wotton, S. A.', 'Dettori, F.', 'Panman, J.', 'Santacesaria, R.', 'Hutchcroft, D.', 'Wormser, G.', 'Dzhelyadin, R.', 'Lanfranchi, G.', 'Farry, S.', 'An, L.', 'Cliff, H. V.', 'Balagura, V.', 'Gallorini, S.', 'Buytaert, J.', 'Wilson, F. F.', 'Mathe, Z.', 'Göbel, C.', 'Lowdon, P.', 'Martens, A.', 'Bowcock, T. J. V.', 'Skidmore, N.', 'Craik, D. C.', 'Baldini, W.', 'Parkinson, C. J.', 'Popov, A.', 'Ciezarek, G.', 'Richards, S.', 'Robbe, P.', 'Wislicki, W.', 'Dujany, G.', 'Sparkes, A.', 'Smith, E.', 'Wu, S.', 'Straticiuc, M.', 'Back, J. J.', 'Forty, R.', 'Bjørnstad, P. M.', 'Borgia, A.', 'Diaz, M. Vieites', 'Hadjivasiliou, C.', 'Jing, F.', 'Marconi, U.', 'Jones, C. R.', 'Martellotti, G.', 'Corvo, M.', 'Coquereau, S.', 'Milanes, D. A.', 'Stagni, F.', 'Counts, I.', 'Vallier, A.', 'Furfaro, E.', 'Gándara, M. Grabalosa', 'Egorychev, V.', 'Contu, A.', 'Moron, J.', 'Brand, J. van den', 'Maev, O.', 'Niet, R.', 'Santovetti, E.', 'Hombach, C.', 'Torres, M. Cruz', 'Couturier, B.', 'Souza, D.', 'Zhong, L.', 'Monteil, S.', 'Smith, N. A.', 'Kruse, F.', 'Neufeld, N.', 'Yang, Z.', 'Lopes, J. H.', 'McCarthy, J.', 'Elsasser, Ch.', 'Luo, H.', 'Archilli, F.', 'Oldeman, R.', 'Steinkamp, O.', 'Tico, J. Garra', 'Guimaraes, V. Salustino', 'Bifani, S.', 'Derkach, D.', 'Pardiñas, J. García', 'Smith, J.', 'Currie, R.', 'Meier, F.', 'Chrzaszcz, M.', 'Rifai, I. El']",2014/06/25,2014/06/25,['High Energy Physics - Experiment (hep-ex)'],[],[],[]
"[""Jonathan O'Callaghan""]",2021-02-11,"In Violation of Einstein, Black Holes Might Have ‘Hair’",1206.6598,Horizon Instability of Extremal Black Holes,"['Aretakis, Stefanos']",2012/06/28,2013/03/12,['General Relativity and Quantum Cosmology (gr-qc)'],"['Analysis of PDEs (math.AP)', 'Differential Geometry (math.DG)']",[],[]
['Steve Nadis'],2019-12-02,Black Hole Singularities Are as Inescapable as Expected,1902.08323,"Singularities in Reissner-Nordstr\""om black holes","['Curiel, Erik', 'Chesler, Paul M.', 'Narayan, Ramesh']",2019/02/22,2019/11/29,['General Relativity and Quantum Cosmology (gr-qc)'],[],[],[]
['Steve Nadis'],2019-12-02,Black Hole Singularities Are as Inescapable as Expected,1905.04613,Singularities in rotating black holes coupled to a massless scalar field,"['Chesler, Paul M.']",2019/05/12,2019/05/12,['General Relativity and Quantum Cosmology (gr-qc)'],[],[],[]
['Natalie Wolchover'],2012-12-04,A Primordial Nucleus Behind the Elements of Life,1208.1328,Structure and rotations of the Hoyle state,"['Epelbaum, Evgeny', 'Lee, Dean', 'Meißner, Ulf-G.', 'Krebs, Hermann', 'Lähde, Timo']",2012/08/07,2012/08/07,['Nuclear Theory (nucl-th)'],"['Solar and Stellar Astrophysics (astro-ph.SR)', 'High Energy Physics - Lattice (hep-lat)', 'Nuclear Experiment (nucl-ex)']",[],[]
['Natalie Wolchover'],2020-01-30,Artificial Intelligence Will Do What We Ask. That’s a Problem.,1902.10730,Degenerate Feedback Loops in Recommender Systems,"['Jiang, Ray', 'Lattimore, Tor', 'Kohli, Pushmeet', 'György, András', 'Chiappa, Silvia']",2019/02/27,2019/03/27,['Machine Learning (stat.ML)'],['Machine Learning (cs.LG)'],[],[]
['Natalie Wolchover'],2020-01-30,Artificial Intelligence Will Do What We Ask. That’s a Problem.,1908.08313,Auditing Radicalization Pathways on YouTube,"['Ribeiro, Manoel Horta', 'Almeida, Virgílio A. F.', 'Meira, Wagner', 'Ottoni, Raphael', 'West, Robert']",2019/08/22,2021/10/21,['Computers and Society (cs.CY)'],['Social and Information Networks (cs.SI)'],[],[]
['Natalie Wolchover'],2020-01-30,Artificial Intelligence Will Do What We Ask. That’s a Problem.,1312.5602,Playing Atari with Deep Reinforcement Learning,"['Silver, David', 'Riedmiller, Martin', 'Kavukcuoglu, Koray', 'Mnih, Volodymyr', 'Graves, Alex', 'Antonoglou, Ioannis', 'Wierstra, Daan']",2013/12/19,2013/12/19,['Machine Learning (cs.LG)'],[],[],[]
['Natalie Wolchover'],2020-01-30,Artificial Intelligence Will Do What We Ask. That’s a Problem.,1606.03137,Cooperative Inverse Reinforcement Learning,"['Russell, Stuart', 'Abbeel, Pieter', 'Dragan, Anca', 'Hadfield-Menell, Dylan']",2016/06/09,2016/11/12,['Artificial Intelligence (cs.AI)'],[],[],[]
['Natalie Wolchover'],2020-01-30,Artificial Intelligence Will Do What We Ask. That’s a Problem.,1611.08219,The Off-Switch Game,"['Russell, Stuart', 'Abbeel, Pieter', 'Dragan, Anca', 'Hadfield-Menell, Dylan']",2016/11/24,2017/06/16,['Artificial Intelligence (cs.AI)'],[],[],[]
['Natalie Wolchover'],2020-01-30,Artificial Intelligence Will Do What We Ask. That’s a Problem.,1901.08654,The Assistive Multi-Armed Bandit,"['Srinivasa, Siddhartha', 'Dragan, Anca', 'Hadfield-Menell, Dylan', 'Chan, Lawrence']",2019/01/24,2019/01/24,['Machine Learning (cs.LG)'],"['Artificial Intelligence (cs.AI)', 'Machine Learning (stat.ML)']",[],[]
['Natalie Wolchover'],2020-01-30,Artificial Intelligence Will Do What We Ask. That’s a Problem.,1904.06387,Extrapolating Beyond Suboptimal Demonstrations via Inverse Reinforcement Learning from Observations,"['Niekum, Scott', 'Nagarajan, Prabhat', 'Goo, Wonjoon', 'Brown, Daniel S.']",2019/04/12,2019/07/09,['Machine Learning (cs.LG)'],['Machine Learning (stat.ML)'],[],[]
['Jordana Cepelewicz'],2018-06-11,The Physics of Glass Opens a Window Into Biology,1709.02951,Glassy states of aging social networks,"['Jafari, G. R.', 'Hedayatifar, L.', 'Safdari, H.', 'Ausloos, M.', 'Hassanibesheli, F.']",2017/09/09,2017/09/09,['Physics and Society (physics.soc-ph)'],['Social and Information Networks (cs.SI)'],[],[]
['Jordana Cepelewicz'],2018-06-11,The Physics of Glass Opens a Window Into Biology,1804.02252,Tissue flow induces cell shape changes during organogenesis,"['Amack, Jeffrey D.', 'Manning, M. Lisa', 'Clark, Madeline J.', 'Erdemci-Tandogan, Gonca']",2018/04/06,2018/07/19,['Biological Physics (physics.bio-ph)'],['Cell Behavior (q-bio.CB)'],[],[]
['Jordana Cepelewicz'],2018-06-11,The Physics of Glass Opens a Window Into Biology,1404.2857,Rheology of nearly ideal 3d foams,"['Jones, C. D.', 'Durian, D. J.', 'Nordstrom, K. N.']",2014/04/10,2014/04/10,['Soft Condensed Matter (cond-mat.soft)'],[],[],[]
['Natalie Wolchover'],2016-05-24,Mathematicians Bridge Finite-Infinite Divide,1601.00050,The proof-theoretic strength of Ramsey's theorem for pairs and two colors,"['Patey, Ludovic', 'Yokoyama, Keita']",2016/01/01,2018/03/18,['Logic (math.LO)'],[],[],[]
['Gabriel Popkin'],2018-04-16,Ultra-Accurate Clocks Lead Search for New Laws of Physics,astro-ph/9803165,A Search for Time Variation of the Fine Structure Constant,"['Barrow, John D.', 'Churchill, Christopher W.', 'Flambaum, Victor V.', 'Webb, John K.', 'Drinkwater, Michael J.']",1998/03/16,1998/12/16,['Astrophysics (astro-ph)'],"['General Relativity and Quantum Cosmology (gr-qc)', 'High Energy Physics - Phenomenology (hep-ph)', 'Atomic Physics (physics.atom-ph)']",[],[]
['Gabriel Popkin'],2018-04-16,Ultra-Accurate Clocks Lead Search for New Laws of Physics,1405.2925,Searching for dilaton dark matter with atomic clocks,"['Arvanitaki, Asimina', 'Van Tilburg, Ken', 'Huang, Junwu']",2014/05/12,2015/01/30,['High Energy Physics - Phenomenology (hep-ph)'],"['High Energy Physics - Experiment (hep-ex)', 'Atomic Physics (physics.atom-ph)', 'Optics (physics.optics)']",[],[]
['Gabriel Popkin'],2018-04-16,Ultra-Accurate Clocks Lead Search for New Laws of Physics,1503.06886,Search for ultralight scalar dark matter with atomic spectroscopy,"['Leefer, Nathan', 'Bougas, Lykourgos', 'Budker, Dmitry', 'Van Tilburg, Ken']",2015/03/24,2015/04/08,['Atomic Physics (physics.atom-ph)'],"['High Energy Physics - Experiment (hep-ex)', 'High Energy Physics - Phenomenology (hep-ph)']",[],[]
['Charlie Wood'],2022-01-20,Any Single Galaxy Reveals the Composition of an Entire Universe,2201.02202,Cosmology with one galaxy?,"['Villaescusa-Navarro, Francisco', 'Vogelsberger, Mark', 'Lemos, Pablo', 'Li, Yin', 'Anglés-Alcázar, Daniel', 'Genel, Shy', 'La Torre, Valentina', 'Tonnesen, Stephanie', 'Ding, Jupiter', 'Heneka, Caroline', 'Teyssier, Romain', 'Spergel, David N.', 'Nagai, Daisuke']",2022/01/06,2022/01/06,['Cosmology and Nongalactic Astrophysics (astro-ph.CO)'],"['Astrophysics of Galaxies (astro-ph.GA)', 'Instrumentation and Methods for Astrophysics (astro-ph.IM)']",[],[]
['Kevin Hartnett'],2018-10-31,"Without a Proof, Mathematicians Wonder How Much Evidence Is Enough",1602.01431,A heuristic for boundedness of ranks of elliptic curves,"['Park, Jennifer', 'Voight, John', 'Wood, Melanie Matchett', 'Poonen, Bjorn']",2016/02/03,2018/07/10,['Number Theory (math.NT)'],[],[],[]
"[""Jonathan O'Callaghan""]",2022-09-01,Webb Space Telescope Snaps Its First Photo of an Exoplanet,2208.14990,The JWST Early Release Science Program for Direct Observations of Exoplanetary Systems I: High Contrast Imaging of the Exoplanet HIP 65426 b from 2-16 $\mu$m,"['Marois, Christian', 'Millar-Blanchaer, Maxwell A.', 'Vigan, Arthur', 'Howe, Alex R.', 'Chen, Christine H.', 'Balmer, William O.', 'Wyatt, Mark C.', 'Biller, Beth A.', 'Matthews, Elisabeth C.', 'Mazoyer, Johan', 'Zhang, Keming', 'Worthen, Kadin', 'Ward-Duong, Kimberly', 'Lloyd, James P.', 'Booth, Mark', 'Wang, Jason J.', 'Tan, Xianyu', 'Lagage, Pierre-Olivier', 'Boccaletti, Anthony', 'Hoch, Kielan K. W.', 'Redai, Jea Adams', 'Pantin, Eric', 'Zhang, Xi', 'Marley, Mark S.', 'Bryan, Marta L.', 'Tamura, Motohide', 'Miles, Brittany E.', 'Vos, Johanna M.', 'Moran, Sarah E.', 'Danielski, Camilla', 'Petrus, Simon', 'Currie, Thayne', 'Kervella, Pierre', 'Morley, Caroline V.', 'Meyer, Michael R.', 'Vasist, Malavika', 'Zhang, Zhoujian', 'Quanz, Sascha P.', 'Bonavita, Mariangela', 'Bonnefoy, Mickael', 'Girard, Julien H.', 'Chauvin, Gael', 'Whiteford, Niall', 'Skemer, Andrew', 'Greenbaum, Alexandra Z.', 'Lawson, Kellen', 'Mukherjee, Sagnick', 'Kammerer, Jens', 'Gonzales, Eileen C.', 'McElwain, Michael W.', 'Quirrenbach, Andreas', 'Cugno, Gabriele', 'Schneider, Glenn', 'Rebollido, Isabel', 'Ren, Bin B.', 'Cantalloube, Faustine', 'Matthews, Brenda C.', 'Factor, Samuel M.', 'Liu, Michael C.', 'Janson, Markus', 'Lagrange, Anne-Marie', 'Faherty, Jacqueline K.', 'Choquet, Elodie', 'Briesemeister, Zackery W.', 'Kuzuhara, Masayuki', 'Marino, Sebastian', 'Hines, Dean C.', 'Mawet, Dimitri', 'Bowler, Brendan P.', 'Samland, Matthias', 'Perrin, Marshall D.', 'Calissendorff, Per', 'Wolff, Schuyler G.', 'Stapelfeldt, Karl R.', 'Franson, Kyle', 'Lazzoni, Cecilia', 'Macintosh, Bruce', 'Kraus, Adam L.', 'Hood, Callie E.', 'Uyama, Taichi', 'Ygouf, Marie', 'Pueyo, Laurent', 'Christiaens, Valentin', 'Fitzgerald, Michael P.', 'Carter, Aarynn L.', 'Grady, Carol A.', 'Kalas, Paul', 'Schlieder, Joshua E.', 'Molliere, Paul', 'Henning, Thomas', 'Martinez, Raquel A.', 'Stone, Jordan M.', 'Dupuy, Trent J.', 'Llop-Sayson, Jorge', 'Patapis, Polychronis', 'Absil, Olivier', 'Hinkley, Sasha', 'Leisenring, Jarron M.', 'Sallum, Steph', 'Ray, Shrishmoy', 'Fortney, Jonathan J.', 'Zhou, Yifan', 'Wagner, Kevin', 'Lew, Ben W. P.', 'Metchev, Stanimir', 'De Furio, Matthew', 'Kenworthy, Matthew A.', 'Liu, Pengyu', 'Rickman, Emily', 'Kennedy, Grant M.']",2022/08/31,2022/09/28,['Earth and Planetary Astrophysics (astro-ph.EP)'],[],[],[]
