quanta_author,quanta_pub_date,quanta_title,arxiv_id,title,authors,original_submission_date,most_recent_update_date,primary_subject,secondary_subject,primary-MSC,secondary_MSC
['Erica Klarreich'],2023-01-19,Mathematicians Roll Dice and Get Rock-Paper-Scissors,2011.10067,Intransitive dice tournament is not quasirandom,"['Cornacchia, Elisabetta', 'Hązła, Jan']",2020/11/19,2020/11/19,['Probability (math.PR)'],['Combinatorics (math.CO)'],[],[]
['Erica Klarreich'],2023-01-19,Mathematicians Roll Dice and Get Rock-Paper-Scissors,1311.6511,Intransitive Dice,"['Liu, Andrew', 'Morrison, Kent', 'Grant, Katie', 'Gabbard, James', 'Conrey, Brian']",2013/11/25,2016/07/07,['Combinatorics (math.CO)'],['Probability (math.PR)'],60C05,[]
['Erica Klarreich'],2023-01-19,Mathematicians Roll Dice and Get Rock-Paper-Scissors,2211.16156,The probability that a random triple of dice is transitive,"['Polymath, D. H. J.']",2022/11/29,2022/11/29,['Combinatorics (math.CO)'],['Probability (math.PR)'],[],[]
['Erica Klarreich'],2023-01-19,Mathematicians Roll Dice and Get Rock-Paper-Scissors,2011.10067,Intransitive dice tournament is not quasirandom,"['Cornacchia, Elisabetta', 'Hązła, Jan']",2020/11/19,2020/11/19,['Probability (math.PR)'],['Combinatorics (math.CO)'],[],[]
['John Pavlus'],2021-07-14,The Computer Scientist Training AI to Think With Analogies,2102.10717,Abstraction and Analogy-Making in Artificial Intelligence,"['Mitchell, Melanie']",2021/02/22,2021/05/14,['Artificial Intelligence (cs.AI)'],[],[],[]
['John Pavlus'],2021-07-14,The Computer Scientist Training AI to Think With Analogies,2102.10717,Abstraction and Analogy-Making in Artificial Intelligence,"['Mitchell, Melanie']",2021/02/22,2021/05/14,['Artificial Intelligence (cs.AI)'],[],[],[]
['John Pavlus'],2021-07-14,The Computer Scientist Training AI to Think With Analogies,2005.14165,Language Models are Few-Shot Learners,"['Chess, Benjamin', 'Ramesh, Aditya', 'Chen, Mark', 'Amodei, Dario', 'Subbiah, Melanie', 'Brown, Tom B.', 'Sigler, Eric', 'Herbert-Voss, Ariel', 'Berner, Christopher', 'Kaplan, Jared', 'Ziegler, Daniel M.', 'Gray, Scott', 'McCandlish, Sam', 'Agarwal, Sandhini', 'Child, Rewon', 'Sastry, Girish', 'Askell, Amanda', 'Radford, Alec', 'Sutskever, Ilya', 'Wu, Jeffrey', 'Clark, Jack', 'Litwin, Mateusz', 'Shyam, Pranav', 'Winter, Clemens', 'Mann, Benjamin', 'Hesse, Christopher', 'Ryder, Nick', 'Dhariwal, Prafulla', 'Neelakantan, Arvind', 'Henighan, Tom', 'Krueger, Gretchen']",2020/05/28,2020/07/22,['Computation and Language (cs.CL)'],[],[],[]
['John Pavlus'],2021-07-14,The Computer Scientist Training AI to Think With Analogies,1911.01547,On the Measure of Intelligence,"['Chollet, François']",2019/11/05,2019/11/25,['Artificial Intelligence (cs.AI)'],[],[],[]
['Elena Renken'],2022-03-28,Cells Blaze Their Own Trails to Navigate Through the Body,2107.11702,Cellular Sensing Governs the Stability of Chemotactic Fronts,"['Datta, Sujit S.', 'Alert, Ricard', 'Martínez-Calvo, Alejandro']",2021/07/25,2022/06/05,['Biological Physics (physics.bio-ph)'],"['Soft Condensed Matter (cond-mat.soft)', 'Pattern Formation and Solitons (nlin.PS)', 'Populations and Evolution (q-bio.PE)']",[],[]
['Charlie Wood'],2021-05-04,How Gravity Is a Double Copy of Other Forces,2101.07254,Scattering Amplitudes and Conservative Binary Dynamics at ${\cal O}(G^4)$,"['Parra-Martinez, Julio', 'Solon, Mikhail P.', 'Bern, Zvi', 'Ruf, Michael S.', 'Zeng, Mao', 'Shen, Chia-Hsien', 'Roiban, Radu']",2021/01/18,2021/05/18,['High Energy Physics - Theory (hep-th)'],"['General Relativity and Quantum Cosmology (gr-qc)', 'High Energy Physics - Phenomenology (hep-ph)']",[],[]
['John Pavlus'],2019-07-24,His Artificial Intelligence Sees Inside Living Cells,1406.2661,Generative Adversarial Networks,"['Goodfellow, Ian J.', 'Courville, Aaron', 'Mirza, Mehdi', 'Xu, Bing', 'Warde-Farley, David', 'Bengio, Yoshua', 'Pouget-Abadie, Jean', 'Ozair, Sherjil']",2014/06/10,2014/06/10,['Machine Learning (stat.ML)'],['Machine Learning (cs.LG)'],[],[]
['Erika K. Carlson'],2019-08-15,"To Make Two Black Holes Collide, Try Three",1906.07726,Binary Mergers near a Supermassive Black Hole: Relativistic Effects in Triples,"['Lai, Dong', 'Liu, Bin', 'Wang, Yi-Han']",2019/06/18,2019/06/18,['High Energy Astrophysical Phenomena (astro-ph.HE)'],['General Relativity and Quantum Cosmology (gr-qc)'],[],[]
['Chanda Prescod-Weinstein'],2019-08-22,Ann Nelson Took On the Biggest Problems in Physics,hep-ph/9607394,The More Minimal Supersymmetric Standard Model,"['Cohen, A. G.', 'Kaplan, D. B.', 'Nelson, A. E.']",1996/07/23,1996/08/12,['High Energy Physics - Phenomenology (hep-ph)'],[],[],[]
['Chanda Prescod-Weinstein'],2019-08-22,Ann Nelson Took On the Biggest Problems in Physics,1204.5379,Light Sterile Neutrinos: A White Paper,"['Tian, X. C.', 'Littlejohn, B. L.', 'Miramonti, L.', 'Melchiorri, A.', 'Diaz, J. S.', 'Pessard, H.', 'Ruchayskiy, O.', 'Van de Water, R. G.', 'Obolensky, M.', 'Sala, P. R.', 'Caccianiga, B.', 'de Gouvea, A.', 'Tonazzo, A.', 'Mariani, C.', 'Wong, Y. Y. Y.', 'Wilkerson, J. F.', 'Pavlovic, Z.', 'Gaffiot, J.', 'Pradler, J.', 'Testera, G.', 'Razzaque, S.', 'Schwetz, T.', 'Esmaili, A.', 'Djurcic, Z.', 'Karagiorgi, G.', 'Pakvasa, S.', 'Wascko, M. O.', 'Figueroa-Feliciano, E.', 'Cribier, M.', 'Ernst, D. J.', 'Link, J. M.', 'Guenette, R.', 'Zeller, G. P.', 'Mann, W. A.', 'Pietropaolo, F.', 'Pitt, M. L.', 'Yanagida, T. T.', 'Kyberd, P.', 'Shrock, R.', 'Heeger, K. M.', 'Patrizii, L.', 'Skorokhvatov, M.', 'Bravar, A.', 'Coloma, P.', 'Meloni, D.', 'Rountree, S. D.', 'Takeuchi, T.', 'Kornoukhov, V. N.', 'Stanco, L.', 'Yeh, M.', 'Garvey, G. T.', 'Lasserre, Th.', 'Zhang, H.', 'Albright, C. H.', 'Ghoshal, P.', 'Ray, H.', 'Huelsnitz, W.', 'Lombardi, P.', 'Rebel, B.', 'Matveev, V. A.', 'Sorel, M.', 'Formaggio, J. A.', 'Mueller, Th. A.', 'Haxton, W.', 'Rodejohann, W.', 'Cucoanes, A. S.', 'Ranucci, G.', 'Berguno, D. Bravo', 'Mills, G. B.', 'Pascoli, S.', 'Ding, X. J.', 'Yasuda, O.', 'Bernardini, P.', 'Tang, J.', 'Mohapatra, D.', 'Nico, J. S.', 'Mezzetto, M.', 'Barger, V.', 'Louis, W. C.', 'Gninenko, S. N.', 'Dharmapalan, R.', 'Merle, A.', 'Nelson, A. E.', 'Yermia, F.', 'Lhuillier, D.', 'Fernandez-Martinez, E.', 'Gibin, D.', 'Laveder, M.', 'Aguilar-Arevalo, A. A.', 'Keefer, G.', 'Bogacz, S. A.', 'Antusch, S.', 'Spitz, J.', 'Smirnov, O. Yu.', 'Ejiri, H.', 'Suzuki, A.', 'Scholberg, K.', 'Sousa, A.', 'Balantekin, A. B.', 'Arguelles, C. A.', 'Hamann, J.', 'Franco, D.', ""D'Olivo, J. C."", 'Chun, E. J.', 'Verde, L.', 'Donini, A.', 'Shaevitz, M. H.', 'Elliott, S. R.', 'Karadzhov, Y.', 'Mavromatos, N. E.', 'Giunti, C.', 'Bezrukov, F.', 'Li, Y. F.', 'Marfatia, D.', 'Halzen, F.', 'Bowden, N. S.', 'Kusenko, A.', 'Acero, M. A.', 'Vogelaar, R. B.', 'Stancu, I.', 'Mohapatra, R. N.', 'Palamara, O.', 'Maltoni, M.', 'Mena, O.', 'Vivier, M.', 'Gorbachev, V. V.', 'Henning, R.', 'Winter, W.', 'Meroni, E.', 'Hernandez, P.', 'Hannestad, S.', 'Derbin, A. V.', 'Langacker, P.', 'Lykken, J. D.', 'Kopp, J.', 'Long, K.', 'Boyarsky, A.', 'Ibragimova, T. V.', 'Abazajian, K. N.', 'Evans, J. J.', 'Lopez-Pavon, J.', 'Pallavicini, M.', 'Guglielmi, A.', 'Huber, P.', 'Yokley, Z. W.', 'Cavanna, F.', 'Kim, Y. D.', 'Mumm, H. P.', 'Montanari, C.', 'Ianni, A.', 'Das, S.', 'Barenboim, G.', 'Veretenkin, E. P.', 'Peres, O. L. G.', 'Fleming, B. T.', 'Letourneau, A.', 'Zhan, L.', 'Ludhova, L.', 'Popovic, M.', 'Muratova, V.', 'Noah, E.', 'Gao, Y.', 'Mori, Y.', 'Brice, S. J.', 'Bross, A. D.', 'Tunnell, C. D.', 'Bjaelde, O. E.', 'Spergel, D. N.', 'Lindner, M.', 'Minic, D.', 'Robertson, R. G. H.', 'Rubbia, C.', 'Simone, S.', 'Gavrin, V. N.', 'Collin, A. P.', 'Vignoli, C.', 'Duchesneau, D.', 'Mention, G.', 'Cleveland, B. T.', 'Gandhi, R.', 'Nowak, J.', 'Shaposhnikov, M.', 'Agarwalla, S. K.', 'Conrad, J. M.', 'Gorbunov, D. S.', 'Tamborra, I.', 'Machado, P. A. N.']",2012/04/18,2012/04/18,['High Energy Physics - Phenomenology (hep-ph)'],"['Cosmology and Nongalactic Astrophysics (astro-ph.CO)', 'High Energy Physics - Experiment (hep-ex)', 'Nuclear Experiment (nucl-ex)', 'Nuclear Theory (nucl-th)']",[],[]
['Chanda Prescod-Weinstein'],2019-08-22,Ann Nelson Took On the Biggest Problems in Physics,1807.07176,Axion Cosmology with Early Matter Domination,"['Xiao, Huangyu', 'Nelson, Ann E.']",2018/07/18,2018/07/26,['Cosmology and Nongalactic Astrophysics (astro-ph.CO)'],['High Energy Physics - Phenomenology (hep-ph)'],[],[]
['Chanda Prescod-Weinstein'],2019-08-22,Ann Nelson Took On the Biggest Problems in Physics,1708.00010,Relaxion: A Landscape Without Anthropics,"['Nelson, Ann', 'Prescod-Weinstein, Chanda']",2017/07/31,2017/12/15,['High Energy Physics - Phenomenology (hep-ph)'],"['Cosmology and Nongalactic Astrophysics (astro-ph.CO)', 'High Energy Physics - Theory (hep-th)']",[],[]
['Chanda Prescod-Weinstein'],2019-08-22,Ann Nelson Took On the Biggest Problems in Physics,hep-ph/0206102,The Minimal Supersymmetric Model without a mu term,"['Rius, Nuria', 'Unsal, Mithat', 'Sanz, Veronica', 'Nelson, Ann E.']",2002/06/11,2002/06/27,['High Energy Physics - Phenomenology (hep-ph)'],[],[],[]
['John Pavlus'],2015-09-29,A New Map Traces the Limits of Computation,1412.0348,Edit Distance Cannot Be Computed in Strongly Subquadratic Time (unless SETH is false),"['Indyk, Piotr', 'Backurs, Arturs']",2014/12/01,2017/08/15,['Computational Complexity (cs.CC)'],['Data Structures and Algorithms (cs.DS)'],[],[]
['John Pavlus'],2015-09-29,A New Map Traces the Limits of Computation,1507.05106,Probabilistic Polynomials and Hamming Nearest Neighbors,"['Williams, Ryan', 'Alman, Josh']",2015/07/17,2015/07/17,['Data Structures and Algorithms (cs.DS)'],"['Computational Complexity (cs.CC)', 'Combinatorics (math.CO)']",[],[]
['John Pavlus'],2015-09-29,A New Map Traces the Limits of Computation,1312.6680,Faster all-pairs shortest paths via circuit complexity,"['Williams, Ryan']",2013/12/23,2014/05/22,['Data Structures and Algorithms (cs.DS)'],"['Computational Complexity (cs.CC)', 'Combinatorics (math.CO)']",[],[]
['Charlie Wood'],2020-08-04,Big Bounce Simulations Challenge the Big Bang,1904.08022,A new kind of cyclic universe,"['Steinhardt, Paul J.', 'Ijjas, Anna']",2019/04/16,2019/04/16,['General Relativity and Quantum Cosmology (gr-qc)'],"['Cosmology and Nongalactic Astrophysics (astro-ph.CO)', 'High Energy Physics - Theory (hep-th)']",[],[]
['Charlie Wood'],2020-08-04,Big Bounce Simulations Challenge the Big Bang,2006.01172,Supersmoothing through Slow Contraction,"['Ijjas, Anna', 'Glushchenko, Iryna A.', 'Steinhardt, Paul J.', 'Cook, William G.', 'Pretorius, Frans']",2020/06/01,2020/06/01,['General Relativity and Quantum Cosmology (gr-qc)'],"['Cosmology and Nongalactic Astrophysics (astro-ph.CO)', 'High Energy Physics - Theory (hep-th)']",[],[]
['Charlie Wood'],2020-08-04,Big Bounce Simulations Challenge the Big Bang,2006.04999,Robustness of slow contraction to cosmic initial conditions,"['Davies, Elliot Y.', 'Ijjas, Anna', 'Steinhardt, Paul J.', 'Cook, William G.', 'Pretorius, Frans']",2020/06/09,2020/07/08,['General Relativity and Quantum Cosmology (gr-qc)'],"['Cosmology and Nongalactic Astrophysics (astro-ph.CO)', 'High Energy Physics - Theory (hep-th)']",[],[]
['Charlie Wood'],2020-08-04,Big Bounce Simulations Challenge the Big Bang,1710.05990,Space-time slicing in Horndeski theories and its implications for non-singular bouncing solutions,"['Ijjas, Anna']",2017/10/16,2018/01/27,['General Relativity and Quantum Cosmology (gr-qc)'],"['Cosmology and Nongalactic Astrophysics (astro-ph.CO)', 'High Energy Physics - Theory (hep-th)']",[],[]
['Charlie Wood'],2020-08-20,The Mathematical Structure of Particle Collisions Comes Into View,2008.04823,Decomposition of Feynman Integrals by Multivariate Intersection Numbers,"['Laporta, Stefano', 'Mattiazzi, Luca', 'Frellesvig, Hjalte', 'Mastrolia, Pierpaolo', 'Mizera, Sebastian', 'Mandal, Manoj K.', 'Gasparotto, Federico']",2020/08/11,2021/03/11,['High Energy Physics - Theory (hep-th)'],['High Energy Physics - Phenomenology (hep-ph)'],[],[]
['Kevin Hartnett'],2018-04-09,Mathematicians Explore Mirror Link Between Two Geometric Worlds,1609.00624,Intrinsic mirror symmetry and punctured Gromov-Witten invariants,"['Siebert, Bernd', 'Gross, Mark']",2016/09/02,2016/11/02,['Algebraic Geometry (math.AG)'],[],14J32,[]
['Kevin Hartnett'],2018-04-09,Mathematicians Explore Mirror Link Between Two Geometric Worlds,1703.07898,Homological mirror symmetry without corrections,"['Abouzaid, Mohammed']",2017/03/23,2021/01/07,['Symplectic Geometry (math.SG)'],['Algebraic Geometry (math.AG)'],"53D37, 14G22",[]
['Natalie Wolchover'],2022-11-30,Physicists Create a Holographic Wormhole Using a Quantum Computer,2302.07897,"Comment on ""Traversable wormhole dynamics on a quantum processor""","['Schuster, Thomas', 'Yao, Norman Y.', 'Kobrin, Bryce']",2023/02/15,2023/02/15,['Quantum Physics (quant-ph)'],"['Quantum Gases (cond-mat.quant-gas)', 'General Relativity and Quantum Cosmology (gr-qc)', 'High Energy Physics - Theory (hep-th)']",[],[]
['Natalie Wolchover'],2022-11-30,Physicists Create a Holographic Wormhole Using a Quantum Computer,2205.14081,Towards Quantum Gravity in the Lab on Quantum Processors,"['de Jong, Wibe', 'Shapoval, Illya', 'Su, Vincent Paul', 'Swingle, Brian', 'Urbanek, Miro']",2022/05/27,2022/05/27,['Quantum Physics (quant-ph)'],"['Emerging Technologies (cs.ET)', 'General Relativity and Quantum Cosmology (gr-qc)', 'High Energy Physics - Theory (hep-th)']",[],[]
['Natalie Wolchover'],2022-11-30,Physicists Create a Holographic Wormhole Using a Quantum Computer,hep-th/9409089,The World as a Hologram,"['Susskind, L.']",1994/09/15,1994/09/28,['High Energy Physics - Theory (hep-th)'],[],[],[]
['Natalie Wolchover'],2022-11-30,Physicists Create a Holographic Wormhole Using a Quantum Computer,hep-th/9711200,The Large N Limit of Superconformal Field Theories and Supergravity,"['Maldacena, Juan M.']",1997/11/27,1998/01/22,['High Energy Physics - Theory (hep-th)'],[],[],[]
['Natalie Wolchover'],2022-11-30,Physicists Create a Holographic Wormhole Using a Quantum Computer,1306.0533,Cool horizons for entangled black holes,"['Maldacena, Juan', 'Susskind, Leonard']",2013/06/03,2013/07/11,['High Energy Physics - Theory (hep-th)'],[],[],[]
['Natalie Wolchover'],2022-11-30,Physicists Create a Holographic Wormhole Using a Quantum Computer,1608.05687,Traversable Wormholes via a Double Trace Deformation,"['Jafferis, Daniel Louis', 'Wall, Aron C.', 'Gao, Ping']",2016/08/19,2019/09/24,['High Energy Physics - Theory (hep-th)'],[],[],[]
['Natalie Wolchover'],2022-11-30,Physicists Create a Holographic Wormhole Using a Quantum Computer,1704.05333,Diving into traversable wormholes,"['Yang, Zhenbin', 'Maldacena, Juan', 'Stanford, Douglas']",2017/04/18,2017/04/18,['High Energy Physics - Theory (hep-th)'],[],[],[]
['Natalie Wolchover'],2022-11-30,Physicists Create a Holographic Wormhole Using a Quantum Computer,1911.07416,A Traversable Wormhole Teleportation Protocol in the SYK Model,"['Jafferis, Daniel Louis', 'Gao, Ping']",2019/11/18,2021/08/08,['High Energy Physics - Theory (hep-th)'],"['Strongly Correlated Electrons (cond-mat.str-el)', 'Quantum Physics (quant-ph)']",[],[]
['Natalie Wolchover'],2022-11-30,Physicists Create a Holographic Wormhole Using a Quantum Computer,2209.09999,"De Sitter Space, Double-Scaled SYK, and the Separation of Scales in the Semiclassical Limit","['Susskind, Leonard']",2022/09/20,2022/09/20,['High Energy Physics - Theory (hep-th)'],['General Relativity and Quantum Cosmology (gr-qc)'],[],[]
['Allison Whitten'],2021-07-08,Mathematicians Prove Symmetry of Phase Transitions,2012.11672,Rotational invariance in critical planar lattice models,"['Duminil-Copin, Hugo', 'Krachun, Dmitry', 'Oulamara, Mendes', 'Kozlowski, Karol Kajetan', 'Manolescu, Ioan']",2020/12/21,2020/12/21,['Probability (math.PR)'],"['Mathematical Physics (math-ph)', 'Exactly Solvable and Integrable Systems (nlin.SI)']",[],[]
['Allison Whitten'],2021-07-08,Mathematicians Prove Symmetry of Phase Transitions,0909.4499,Critical percolation in the plane,"['Smirnov, Stanislav']",2009/09/24,2009/09/24,['Probability (math.PR)'],"['Mathematical Physics (math-ph)', 'Complex Variables (math.CV)']","60K35 (Primary); 30C35, 81T40, 82B43 (Secondary)",[]
['Natalie Wolchover'],2021-05-20,Physicists Identify the Engine Powering Black Hole Energy Beams,2102.01694,Magnetically Modified Spherical Accretion in GRMHD: Reconnection-Driven Convection and Jet Propagation,"['Ressler, Sean M.', 'Quataert, Eliot', 'Blaes, Omer', 'White, Christopher J.']",2021/02/02,2021/02/02,['High Energy Astrophysical Phenomena (astro-ph.HE)'],[],[],[]
['Natalie Wolchover'],2021-05-20,Physicists Identify the Engine Powering Black Hole Energy Beams,1810.03613,First-Principles Plasma Simulations of Black-Hole Jet Launching,"['Philippov, Alexander', 'Cerutti, Benoit', 'Parfrey, Kyle']",2018/10/08,2018/10/10,['High Energy Astrophysical Phenomena (astro-ph.HE)'],"['General Relativity and Quantum Cosmology (gr-qc)', 'Plasma Physics (physics.plasm-ph)']",[],[]
['Dana Najjar'],2020-02-20,‘Radical Change’ Needed After Latest Neutron Star Collision,2001.04502,Does GW190425 require an alternative formation pathway than a fast-merging channel?,"['Ramirez-Ruiz, Enrico', 'Berger, Edo', 'Safarzadeh, Mohammadtaher']",2020/01/13,2020/07/12,['High Energy Astrophysical Phenomena (astro-ph.HE)'],['General Relativity and Quantum Cosmology (gr-qc)'],[],[]
['Kevin Hartnett'],2019-03-05,The Universe’s Ultimate Complexity Revealed by Simple Quantum Games,1606.03140,Tsirelson's problem and an embedding theorem for groups arising from non-local games,"['Slofstra, William']",2016/06/09,2020/09/27,['Quantum Physics (quant-ph)'],"['Mathematical Physics (math-ph)', 'Group Theory (math.GR)', 'Operator Algebras (math.OA)']",[],[]
['Kevin Hartnett'],2019-03-05,The Universe’s Ultimate Complexity Revealed by Simple Quantum Games,1709.05032,Non-closure of the set of quantum correlations via graphs,"['Dykema, Ken', 'Prakash, Jitendra', 'Paulsen, Vern I.']",2017/09/15,2018/04/19,['Operator Algebras (math.OA)'],['Quantum Physics (quant-ph)'],"46L05 (Primary), 47L90 (Secondary)",[]
['Kevin Hartnett'],2021-02-02,Tetrahedron Solutions Finally Proved Decades After Computer Search,2011.14232,Space vectors forming rational angles,"['Rubinstein, Michael', 'Kolpakov, Alexander', 'Poonen, Bjorn', 'Kedlaya, Kiran S.']",2020/11/28,2020/11/28,['Metric Geometry (math.MG)'],"['Algebraic Geometry (math.AG)', 'Number Theory (math.NT)']","52B10 (Primary) 11R18, 14Q25, 51M04 (Secondary)",[]
['Kevin Hartnett'],2023-02-15,"To Teach Computers Math, Researchers Merge AI Approaches",2205.12615,Autoformalization with Large Language Models,"['Jiang, Albert Q.', 'Rabe, Markus N.', 'Li, Wenda', 'Staats, Charles', 'Jamnik, Mateja', 'Szegedy, Christian', 'Wu, Yuhuai']",2022/05/25,2022/05/25,['Machine Learning (cs.LG)'],"['Artificial Intelligence (cs.AI)', 'Logic in Computer Science (cs.LO)', 'Software Engineering (cs.SE)']",[],[]
['Kevin Hartnett'],2023-02-15,"To Teach Computers Math, Researchers Merge AI Approaches",2206.14858,Solving Quantitative Reasoning Problems with Language Models,"['Anil, Cem', 'Gutman-Solo, Theo', 'Gur-Ari, Guy', 'Dohan, David', 'Andreassen, Anders', 'Schlag, Imanol', 'Neyshabur, Behnam', 'Michalewski, Henryk', 'Wu, Yuhuai', 'Misra, Vedant', 'Ramasesh, Vinay', 'Dyer, Ethan', 'Lewkowycz, Aitor', 'Slone, Ambrose']",2022/06/29,2022/07/01,['Computation and Language (cs.CL)'],"['Artificial Intelligence (cs.AI)', 'Machine Learning (cs.LG)']",[],[]
"[""Jonathan O'Callaghan""]",2023-01-30,Astronomers Say They Have Spotted the Universe’s First Stars,2212.04476,A strong He II $\lambda$1640 emitter with extremely blue UV spectral slope at $z=8.16$: presence of Pop III stars?,"['Oguri, Masamune', 'Malkan, Matthew A.', 'Ge, Junqiang', 'Jones, Tucker', 'Brammer, Gabriel', 'Daddi, Emanuele', 'Wang, Xin', 'Haro, Pablo Arrabal', 'Cheng, Cheng', 'Meng, Xiao-Lei', 'Yan, Haojing']",2022/12/08,2022/12/08,['Astrophysics of Galaxies (astro-ph.GA)'],[],[],[]
"[""Jonathan O'Callaghan""]",2023-01-30,Astronomers Say They Have Spotted the Universe’s First Stars,2211.02038,On the observability and identification of Population III galaxies with JWST,"['Nakajima, Kimihiko', 'Zackrisson, Erik', 'Maiolino, Roberto', 'Trussler, James A. A.', 'Conselice, Christopher J.', 'Ferreira, Leonardo', 'Adams, Nathan J.']",2022/11/03,2022/11/03,['Astrophysics of Galaxies (astro-ph.GA)'],[],[],[]
['Natalie Wolchover'],2015-07-02,Paradoxical Crystal Baffles Physicists,0912.0008,Generalized Lifshitz-Kosevich scaling at quantum criticality from the holographic correspondence,"['Hofman, Diego M.', 'Hartnoll, Sean A.']",2009/12/01,2010/02/26,['Strongly Correlated Electrons (cond-mat.str-el)'],"['Superconductivity (cond-mat.supr-con)', 'High Energy Physics - Theory (hep-th)']",[],[]
['Pradeep Mutalik'],2016-09-30,Solution: ‘Time Through an LCD Display’,hep-th/0410270,Spontaneous Inflation and the Origin of the Arrow of Time,"['Chen, Jennifer', 'Carroll, Sean M.']",2004/10/27,2004/10/27,['High Energy Physics - Theory (hep-th)'],"['Astrophysics (astro-ph)', 'General Relativity and Quantum Cosmology (gr-qc)']",[],[]
['Joshua Sokol'],2018-06-27,Mathematicians Tame Turbulence in Flattened Fluids,1110.6245,Statistical mechanics of two-dimensional and geophysical flows,"['Venaille, Antoine', 'Bouchet, Freddy']",2011/10/28,2011/10/28,['Fluid Dynamics (physics.flu-dyn)'],[],[],[]
['Joshua Sokol'],2018-06-27,Mathematicians Tame Turbulence in Flattened Fluids,1712.04638,Barotropic theory for the velocity profile of Jupiter turbulent jets: an example for an exact turbulent closure,"['Woillez, E', 'Bouchet, F.']",2017/12/13,2018/10/26,['Fluid Dynamics (physics.flu-dyn)'],['Atmospheric and Oceanic Physics (physics.ao-ph)'],[],[]
['Joshua Sokol'],2018-06-27,Mathematicians Tame Turbulence in Flattened Fluids,1609.00918,Velocity statistics inside coherent vortices generated by the inverse cascade of $2d$ turbulence,"['Kolokolov, I. V.', 'Lebedev, V. V.']",2016/09/04,2016/09/04,['Fluid Dynamics (physics.flu-dyn)'],[],"76F02, 76F05",[]
['Joshua Sokol'],2018-06-27,Mathematicians Tame Turbulence in Flattened Fluids,1608.04628,Jets or vortices - what flows are generated by an inverse turbulent cascade?,"['Frishman, Anna', 'Falkovich, Gregory', 'Laurie, Jason']",2016/08/16,2016/08/16,['Chaotic Dynamics (nlin.CD)'],"['Earth and Planetary Astrophysics (astro-ph.EP)', 'Statistical Mechanics (cond-mat.stat-mech)', 'Atmospheric and Oceanic Physics (physics.ao-ph)', 'Fluid Dynamics (physics.flu-dyn)']",[],[]
['Kevin Hartnett'],2016-11-23,How to Force Our Machines to Play Fair,1104.3913,Fairness Through Awareness,"['Zemel, Rich', 'Dwork, Cynthia', 'Reingold, Omer', 'Hardt, Moritz', 'Pitassi, Toniann']",2011/04/20,2011/11/29,['Computational Complexity (cs.CC)'],['Computers and Society (cs.CY)'],[],[]
['Alex Kontorovich'],2021-01-04,How I Learned to Love and Fear the Riemann Hypothesis,math/0508185,Primes in Tuples I,"['Pintz, J.', 'Goldston, D. A.', 'Yildirim, C. Y.']",2005/08/10,2005/08/10,['Number Theory (math.NT)'],[],11N05,[]
['Erica Klarreich'],2016-10-07,All Is Not Fair in Cake-Cutting and Math,1604.03655,A Discrete and Bounded Envy-Free Cake Cutting Protocol for Any Number of Agents,"['Aziz, Haris', 'Mackenzie, Simon']",2016/04/13,2017/08/27,['Data Structures and Algorithms (cs.DS)'],"['Artificial Intelligence (cs.AI)', 'Computer Science and Game Theory (cs.GT)']","91A12, 68Q15",[]
['Adam Becker'],2021-09-07,One Lab’s Quest to Build Space-Time Out of Quantum Particles,hep-th/0603001,Holographic Derivation of Entanglement Entropy from AdS/CFT,"['Takayanagi, Tadashi', 'Ryu, Shinsei']",2006/02/28,2006/03/07,['High Energy Physics - Theory (hep-th)'],"['Strongly Correlated Electrons (cond-mat.str-el)', 'General Relativity and Quantum Cosmology (gr-qc)', 'Quantum Physics (quant-ph)']",[],[]
['Adam Becker'],2021-09-07,One Lab’s Quest to Build Space-Time Out of Quantum Particles,2106.04070,Programmable Interactions and Emergent Geometry in an Atomic Array,"['Schleier-Smith, Monika', 'Davis, Emily J.', 'Wienand, Julian F.', 'Kunkel, Philipp', 'Cooper, Eric S.', 'Periwal, Avikar']",2021/06/08,2021/06/08,['Quantum Physics (quant-ph)'],['Quantum Gases (cond-mat.quant-gas)'],[],[]
['Adam Becker'],2021-09-07,One Lab’s Quest to Build Space-Time Out of Quantum Particles,hep-th/9711200,The Large N Limit of Superconformal Field Theories and Supergravity,"['Maldacena, Juan M.']",1997/11/27,1998/01/22,['High Energy Physics - Theory (hep-th)'],[],[],[]
['Adam Becker'],2021-09-07,One Lab’s Quest to Build Space-Time Out of Quantum Particles,1602.06271,Measuring the scrambling of quantum information,"['Schleier-Smith, Monika', 'Hayden, Patrick', 'Swingle, Brian', 'Bentsen, Gregory']",2016/02/19,2016/08/29,['Quantum Physics (quant-ph)'],"['Quantum Gases (cond-mat.quant-gas)', 'High Energy Physics - Theory (hep-th)']",[],[]
['Adam Becker'],2021-09-07,One Lab’s Quest to Build Space-Time Out of Quantum Particles,1705.00373,A $p$-adic version of AdS/CFT,"['Gubser, Steven S.']",2017/04/30,2017/04/30,['High Energy Physics - Theory (hep-th)'],[],[],[]
