quanta_author,quanta_pub_date,quanta_title,arxiv_id,title,authors,original_submission_date,most_recent_update_date,primary_subject,secondary_subject,primary-MSC,secondary_MSC
['Charlie Wood'],2023-03-23,Wormhole Experiment Called Into Question,1503.01409,A bound on chaos,"['Stanford, Douglas', 'Shenker, Stephen H.', 'Maldacena, Juan']",2015/03/04,2015/03/04,['High Energy Physics - Theory (hep-th)'],"['Statistical Mechanics (cond-mat.stat-mech)', 'Chaotic Dynamics (nlin.CD)', 'Quantum Physics (quant-ph)']",[],[]
['Charlie Wood'],2023-03-23,Wormhole Experiment Called Into Question,2102.01064,"Quantum Gravity in the Lab: Teleportation by Size and Traversable Wormholes, Part II","['Brown, Adam R.', 'Nezami, Sepehr', 'Lin, Henry W.', 'Walter, Michael', 'Gharibyan, Hrant', 'Leichenauer, Stefan', 'Salton, Grant', 'Swingle, Brian', 'Susskind, Leonard']",2021/02/01,2021/02/01,['Quantum Physics (quant-ph)'],['High Energy Physics - Theory (hep-th)'],[],[]
['Charlie Wood'],2023-03-23,Wormhole Experiment Called Into Question,2102.00010,Many-body quantum teleportation via operator spreading in the traversable wormhole protocol,"['Cong, Iris', 'Khabiboulline, Emil T.', 'Linke, Norbert M.', 'Yao, Norman Y.', 'Yoshida, Beni', 'Schuster, Thomas', 'Gao, Ping', 'Kobrin, Bryce', 'Monroe, Christopher', 'Lukin, Mikhail D.']",2021/01/29,2022/08/05,['Quantum Physics (quant-ph)'],"['Quantum Gases (cond-mat.quant-gas)', 'General Relativity and Quantum Cosmology (gr-qc)', 'High Energy Physics - Theory (hep-th)']",[],[]
['Charlie Wood'],2023-03-23,Wormhole Experiment Called Into Question,2205.14081,Towards Quantum Gravity in the Lab on Quantum Processors,"['de Jong, Wibe', 'Su, Vincent Paul', 'Urbanek, Miro', 'Swingle, Brian', 'Shapoval, Illya']",2022/05/27,2022/05/27,['Quantum Physics (quant-ph)'],"['Emerging Technologies (cs.ET)', 'General Relativity and Quantum Cosmology (gr-qc)', 'High Energy Physics - Theory (hep-th)']",[],[]
['Charlie Wood'],2023-03-23,Wormhole Experiment Called Into Question,2008.02303,A Sparse Model of Quantum Holography,"['Su, Yuan', 'Swingle, Brian', 'Xu, Shenglong', 'Susskind, Leonard']",2020/08/05,2020/08/05,['Strongly Correlated Electrons (cond-mat.str-el)'],"['High Energy Physics - Theory (hep-th)', 'Quantum Physics (quant-ph)']",[],[]
['Charlie Wood'],2023-03-23,Wormhole Experiment Called Into Question,2302.07897,"Comment on ""Traversable wormhole dynamics on a quantum processor""","['Schuster, Thomas', 'Yao, Norman Y.', 'Kobrin, Bryce']",2023/02/15,2023/02/15,['Quantum Physics (quant-ph)'],"['Quantum Gases (cond-mat.quant-gas)', 'General Relativity and Quantum Cosmology (gr-qc)', 'High Energy Physics - Theory (hep-th)']",[],[]
['Rebecca Boyle'],2023-01-20,Standard Model of Cosmology Survives JWST’s Surprising Finds,1603.00461,A Remarkably Luminous Galaxy at z=11.1 Measured with Hubble Space Telescope Grism Spectroscopy,"['Bouwens, R. J.', 'Spitler, L. R.', 'Magee, D.', 'van Dokkum, P. G.', 'Franx, M.', 'Skelton, R. E.', 'Willner, S. P.', 'Brammer, G.', 'Fazio, G. G.', 'Gonzalez, V.', 'Labbe, I.', 'Momcheva, I.', 'Ashby, M. L. N.', 'Holden, B.', 'Illingworth, G. D.', 'Oesch, P. A.', 'Trenti, M.', 'Smit, R.']",2016/03/01,2016/03/01,['Astrophysics of Galaxies (astro-ph.GA)'],[],[],[]
['Rebecca Boyle'],2023-01-20,Standard Model of Cosmology Survives JWST’s Surprising Finds,2207.09434,Two Remarkably Luminous Galaxy Candidates at $z\approx10-12$ Revealed by JWST,"['Leja, Joel', 'Toft, Sune', 'Bezanson, Rachel', 'Weaver, John R.', 'Suess, Katherine A.', 'Strait, Victoria', 'Price, Sedona H.', 'Brammer, Gabriel', 'van Dokkum, Pieter', 'Allen, Natalie', 'Labbe, Ivo', 'Oesch, Pascal A.', 'Matthee, Jorryt', 'Tacchella, Sandro', 'Leonova, Ecaterina', 'Weibel, Andrea', 'Conroy, Charlie', 'Illingworth, Garth', 'Naidu, Rohan P.', 'Nelson, Erica J.', 'Magee, Dan', 'Whitaker, Katherine E.', 'Bouwens, Rychard', 'Stefanon, Mauro', 'Setton, David J.']",2022/07/19,2022/10/25,['Astrophysics of Galaxies (astro-ph.GA)'],[],[],[]
['Rebecca Boyle'],2023-01-20,Standard Model of Cosmology Survives JWST’s Surprising Finds,2208.02794,"Schrodinger's Galaxy Candidate: Puzzlingly Luminous at $z\approx17$, or Dusty/Quenched at $z\approx5$?","['Belli, Sirio', 'Leja, Joel', 'Toft, Sune', 'van der Wel, Arjen', 'Bezanson, Rachel', 'Marques-Chaves, Rui', 'Weaver, John R.', 'Barrufet, Laia', 'Brammer, Gabriel B.', 'Johnson, Benjamin D.', 'van Dokkum, Pieter', 'Illingworth, Garth D.', 'Oesch, Pascal A.', 'Matthee, Jorryt', 'Leonova, Ecaterina', 'Weibel, Andrea', 'Conroy, Charlie', 'Heintz, Kasper E.', 'Naidu, Rohan P.', 'Dayal, Pratika', 'Bouwens, Rychard J.', 'Stefanon, Mauro', 'Whitaker, Katherine E.', 'Bose, Sownak', 'Setton, David J.']",2022/08/04,2022/08/04,['Astrophysics of Galaxies (astro-ph.GA)'],[],[],[]
['Rebecca Boyle'],2023-01-20,Standard Model of Cosmology Survives JWST’s Surprising Finds,2210.14915,Has JWST already falsified dark-matter-driven galaxy formation?,"['Kroupa, Pavel', 'Haghi, Hosein', 'Haslbauer, Moritz', 'Zonoozi, Akram Hasani']",2022/10/26,2022/10/26,['Astrophysics of Galaxies (astro-ph.GA)'],['Cosmology and Nongalactic Astrophysics (astro-ph.CO)'],[],[]
['Rebecca Boyle'],2023-01-20,Standard Model of Cosmology Survives JWST’s Surprising Finds,2208.01816,Dusty Starbursts Masquerading as Ultra-high Redshift Galaxies in JWST CEERS Observations,"['Bail, Aurélien Le', 'Ravindranath, Swara', 'Stanway, Elizabeth R.', 'Shen, Lu', 'Dickinson, Mark', 'Jha, Saurabh W.', 'Yung, L. Y. Aaron', 'Kocevski, Dale D.', 'Lotz, Jennifer M.', 'Calabro, Antonello', 'Kirkpatrick, Allison', 'Long, Arianna', 'Murphy, E. J.', 'Gardner, Jonathan P.', 'Mantha, Kameswara Bharadwaj', 'Wilkins, Stephen M.', 'Fujimoto, Seiji', 'Bagley, Micaela B.', 'Koekemoer, Anton M.', 'McGrath, Elizabeth J.', 'Croton, Darren', 'Jung, Intae', 'Perez-Gonzalez, Pablo G.', 'Freundlich, Jonathan', 'Castellano, Marco', 'Fontana, Adriano', 'Grazian, Andrea', 'Franco, Maximilien', 'Cooray, Asantha R.', 'Aretxaga, Itziar', 'Morales, Alexa M.', 'Juneau, Stéphanie', 'Daddi, Emanuele', 'Cole, Justin W.', 'Bell, Eric F.', 'Cooper, M. C.', 'Newman, Jeffrey A.', 'Simons, Raymond C.', 'Somerville, Rachel S.', 'Wang, Weichen', 'Hamilton, Timothy S.', 'Kewley, Lisa J.', 'Casey, Caitlin M.', 'Barro, Guillermo', 'Weiner, Benjamin J.', 'Ryan Jr., Russell E.', 'Holwerda, Benne W.', 'Cooke, Kevin C.', 'Behroozi, Peter', 'Haro, Pablo Arrabal', 'Rafelski, Marc', 'Elbaz, David', 'Bisigello, Laura', 'Cleri, Nikko J.', 'Fernández, Vital', 'Bhatawdekar, Rachana', 'Lucas, Ray A.', 'Vanderhoof, Brittany N.', 'Buitrago, Fernando', 'Vega-Ferrero, Jesús', 'Estrada-Carpenter, Vicente', 'Kartaltepe, Jeyhan S.', 'Hirschmann, Michaela', 'Magnelli, Benjamin', 'Iyer, Kartheik G.', 'Almaini, Omar', 'Backhaus, Bren E.', 'Leung, Gene C. K.', 'Seillé, Lise-Marie', 'Shah, Ekta A.', 'Burgarella, Denis', 'Ortiz, Oscar A. Chavez', 'Guo, Yuchen', 'Grogin, Norman A.', 'Larson, Rebecca L.', 'Champagne, Jaclyn B.', 'Mobasher, Bahram', 'Dekel, Avishai', 'Dave, Romeel', 'Papovich, Casey', 'Hutchison, Taylor A.', 'Ferguson, Henry C.', 'Snyder, Gregory F.', 'Rose, Caitlin', 'Santini, Paola', 'Jogee, Shardha', 'de la Vega, Alexander', 'Kassin, Susan A.', 'Huertas-Company, Marc', 'Kurczynski, Peter', 'Giavalisco, Mauro', 'Ciesla, Laure', 'Willmer, Christopher N. A.', 'Pandya, Viraj', 'Finkelstein, Steven L.', 'Gawiser, Eric', 'Finkelstein, Keely D.', 'McIntosh, Daniel H.', 'Medrano, Aubrey', ""Jim'enez-Andrade, E. F."", 'Yang, Guang', 'Gómez-Guijarro, Carlos', 'Hathi, Nimish P.', 'Trump, Jonathan R.', 'Zavala, Jorge A.', 'Nicholls, David C.', 'Wuyts, Stijn', 'Pentericci, Laura', 'García-Argumánez, Ángela', 'Merlin, Emiliano', 'Tacchella, Sandro', 'Cohen, Seth H.', 'Teplitz, Harry I.', 'Chworowsky, Katherine', 'Jaskot, Anne E.', 'Costantin, Luca', 'Matharu, Jasleen', 'Straughn, Amber N.', 'Buat, Veronique', 'Annunziatella, Marianna', 'Ronayne, Kaila', 'Amorin, Ricardo O.', 'Pirzkal, Nor', 'Cox, Isabella G.']",2022/08/03,2023/01/30,['Astrophysics of Galaxies (astro-ph.GA)'],[],[],[]
['Rebecca Boyle'],2023-01-20,Standard Model of Cosmology Survives JWST’s Surprising Finds,2212.04480,Discovery and properties of the earliest galaxies with confirmed distances,"['Rieke, M.', ""D'Eugenio, F."", 'Willott, C.', 'Chevallard, J.', 'Maseda, M. V.', 'Rawle, T.', 'Kumari, N.', 'Tacchella, S.', 'Boyett, K.', 'Saxena, A.', 'Eisenstein, D. J.', 'Rieke, G.', 'Smit, R.', 'Curtis-Lake, E.', 'Hainline, K.', 'Looser, T. J.', 'Williams, C. C.', 'Lützgendorf, N.', 'Baum, S.', 'Nelson, E.', 'Johnson, B. D.', 'Wallace, I. E. B.', 'Alberts, S.', 'Lyu, J.', 'Willmer, C. N. A.', 'Ji, Z.', 'Suess, K. A.', 'Shivaei, I.', 'Charlot, S.', 'Curti, M.', 'Dressler, A.', 'Carniani, S.', 'Sun, F.', 'Übler, H.', 'Bonaventura, N.', 'Bunker, A.', 'Hviding, R. E.', 'de Graaff, A.', 'Jakobsen, P.', 'Witstok, J.', 'Hausen, R.', 'Endsley, R.', 'Stark, D. P.', 'Bhatawdekar, R.', 'Topping, M.', 'Rix, H. -W.', 'Robertson, B. E.', 'Egami, E.', 'Chen, Z.', 'Whitler, L.', 'Maiolino, R.', 'Sandles, L.', 'Cameron, A. J.', 'Arribas, S.', 'Florian, M.', 'Helton, J. M.']",2022/12/08,2022/12/08,['Astrophysics of Galaxies (astro-ph.GA)'],['Cosmology and Nongalactic Astrophysics (astro-ph.CO)'],[],[]
['Rebecca Boyle'],2023-01-20,Standard Model of Cosmology Survives JWST’s Surprising Finds,2212.12804,Can Cosmological Simulations Reproduce the Spectroscopically Confirmed Galaxies Seen at $z\geq 10$?,"['Tremmel, M.', 'Trebitsch, M.', 'Munshi, F.', 'Keller, B. W.']",2022/12/24,2023/03/06,['Astrophysics of Galaxies (astro-ph.GA)'],[],[],[]
['Thomas Lewton'],2023-03-07,"Black Holes Will Destroy All Quantum States, Researchers Argue",2112.10798,Gravitationally Mediated Entanglement: Newtonian Field vs. Gravitons,"['Danielson, Daine L.', 'Satishchandran, Gautam', 'Wald, Robert M.']",2021/12/20,2023/01/08,['Quantum Physics (quant-ph)'],"['General Relativity and Quantum Cosmology (gr-qc)', 'High Energy Physics - Theory (hep-th)']",[],[]
['Thomas Lewton'],2023-03-07,"Black Holes Will Destroy All Quantum States, Researchers Argue",1807.07015,Quantum Superposition of Massive Objects and the Quantization of Gravity,"['Giacomini, Flaminia', 'Belenchia, Alessio', 'Castro-Ruiz, Esteban', 'Aspelmeyer, Markus', 'Brukner, Časlav', 'Wald, Robert M.']",2018/07/18,2018/12/19,['Quantum Physics (quant-ph)'],"['General Relativity and Quantum Cosmology (gr-qc)', 'High Energy Physics - Theory (hep-th)']",[],[]
['Thomas Lewton'],2023-03-07,"Black Holes Will Destroy All Quantum States, Researchers Argue",2301.00026,Killing Horizons Decohere Quantum Superpositions,"['Danielson, Daine L.', 'Satishchandran, Gautam', 'Wald, Robert M.']",2022/12/30,2022/12/30,['High Energy Physics - Theory (hep-th)'],"['General Relativity and Quantum Cosmology (gr-qc)', 'Quantum Physics (quant-ph)']",[],[]
['Thomas Lewton'],2023-03-07,"Black Holes Will Destroy All Quantum States, Researchers Argue",1601.00921,Soft Hair on Black Holes,"['Strominger, Andrew', 'Hawking, Stephen W.', 'Perry, Malcolm J.']",2016/01/05,2016/01/05,['High Energy Physics - Theory (hep-th)'],[],[],[]
['Thomas Lewton'],2023-03-07,"Black Holes Will Destroy All Quantum States, Researchers Argue",2205.06279,Black Holes Decohere Quantum Superpositions,"['Danielson, Daine L.', 'Satishchandran, Gautam', 'Wald, Robert M.']",2022/05/12,2022/11/28,['High Energy Physics - Theory (hep-th)'],"['General Relativity and Quantum Cosmology (gr-qc)', 'Quantum Physics (quant-ph)']",[],[]
['Leila Sloman'],2023-02-16,Quantum Field Theory Pries Open Mathematical Puzzle,2301.01121,The Euler characteristic of the moduli space of graphs,"['Borinsky, Michael', 'Vogtmann, Karen']",2023/01/03,2023/02/27,['Algebraic Topology (math.AT)'],"['Mathematical Physics (math-ph)', 'Group Theory (math.GR)']","18G85, 20F65, 20F28, 14T99, 20J06",[]
['Jordana Cepelewicz'],2022-11-16,Computer Helps Prove Long-Sought Fluid Equation Singularity,2210.07191,Stable nearly self-similar blowup of the 2D Boussinesq and 3D Euler equations with smooth data,"['Chen, Jiajie', 'Hou, Thomas Y.']",2022/10/13,2022/10/19,['Analysis of PDEs (math.AP)'],[],[],[]
['Jordana Cepelewicz'],2023-02-10,Mathematicians Complete Quest to Build ‘Spherical Cubes’,2301.02862,An integer parallelotope with small surface area,"['Naor, Assaf', 'Regev, Oded']",2023/01/07,2023/01/07,['Metric Geometry (math.MG)'],"['Combinatorics (math.CO)', 'Functional Analysis (math.FA)']",[],[]
['Jordana Cepelewicz'],2023-02-10,Mathematicians Complete Quest to Build ‘Spherical Cubes’,2011.04071,Optimal tiling of the Euclidean space using symmetric bodies,"['Braverman, Mark', 'Minzer, Dor']",2020/11/08,2020/11/08,['Computational Complexity (cs.CC)'],['Metric Geometry (math.MG)'],[],[]
"[""Jonathan O'Callaghan""]",2023-01-30,Astronomers Say They Have Spotted the Universe’s First Stars,2212.04476,A strong He II $\lambda$1640 emitter with extremely blue UV spectral slope at $z=8.16$: presence of Pop III stars?,"['Daddi, Emanuele', 'Malkan, Matthew A.', 'Brammer, Gabriel', 'Yan, Haojing', 'Wang, Xin', 'Haro, Pablo Arrabal', 'Cheng, Cheng', 'Meng, Xiao-Lei', 'Ge, Junqiang', 'Jones, Tucker', 'Oguri, Masamune']",2022/12/08,2022/12/08,['Astrophysics of Galaxies (astro-ph.GA)'],[],[],[]
"[""Jonathan O'Callaghan""]",2023-01-30,Astronomers Say They Have Spotted the Universe’s First Stars,2211.02038,On the observability and identification of Population III galaxies with JWST,"['Zackrisson, Erik', 'Adams, Nathan J.', 'Conselice, Christopher J.', 'Nakajima, Kimihiko', 'Trussler, James A. A.', 'Maiolino, Roberto', 'Ferreira, Leonardo']",2022/11/03,2022/11/03,['Astrophysics of Galaxies (astro-ph.GA)'],[],[],[]
['Leila Sloman'],2022-11-09,Cryptography’s Future Will Be Quantum-Safe. Here’s How It Will Work.,quant-ph/9508027,Polynomial-Time Algorithms for Prime Factorization and Discrete Logarithms on a Quantum Computer,"['Shor, Peter W.']",1995/08/30,1996/01/25,['Quantum Physics (quant-ph)'],[],[],[]
['Ben Brubaker'],2023-01-25,The Computer Scientist Who Finds Life Lessons in Board Games,2106.02114,Winning the War by (Strategically) Losing Battles: Settling the Complexity of Grundy-Values in Undirected Geography,"['Burke, Kyle', 'Ferland, Matthew', 'Teng, Shanghua']",2021/06/03,2021/06/03,['Computational Complexity (cs.CC)'],"['Artificial Intelligence (cs.AI)', 'Discrete Mathematics (cs.DM)', 'Data Structures and Algorithms (cs.DS)', 'Combinatorics (math.CO)']",91A46,[]
['Leila Sloman'],2023-03-21,Surprise Computer Science Proof Stuns Mathematicians,2302.05537,Strong Bounds for 3-Progressions,"['Kelley, Zander', 'Meka, Raghu']",2023/02/10,2023/02/10,['Number Theory (math.NT)'],['Combinatorics (math.CO)'],[],[]
['Leila Sloman'],2023-03-21,Surprise Computer Science Proof Stuns Mathematicians,2302.07211,The Kelley--Meka bounds for sets free of three-term arithmetic progressions,"['Bloom, Thomas F.', 'Sisask, Olof']",2023/02/14,2023/02/14,['Number Theory (math.NT)'],['Combinatorics (math.CO)'],[],[]
['Max G. Levy'],2023-02-01,Machines Learn Better if We Teach Them the Basics,2210.00066,Improving Policy Learning via Language Dynamics Distillation,"['Grefenstette, Edward', 'Zhong, Victor', 'Rocktäschel, Tim', 'Mu, Jesse', 'Zettlemoyer, Luke']",2022/09/30,2022/09/30,['Machine Learning (cs.LG)'],"['Artificial Intelligence (cs.AI)', 'Computation and Language (cs.CL)']",[],[]
['Max G. Levy'],2023-02-01,Machines Learn Better if We Teach Them the Basics,2110.10661,SILG: The Multi-environment Symbolic Interactive Language Grounding Benchmark,"['Hanjie, Austin W.', 'Zhong, Victor', 'Narasimhan, Karthik', 'Wang, Sida I.', 'Zettlemoyer, Luke']",2021/10/20,2022/01/24,['Computation and Language (cs.CL)'],"['Artificial Intelligence (cs.AI)', 'Machine Learning (cs.LG)']",[],[]
['Max G. Levy'],2023-02-01,Machines Learn Better if We Teach Them the Basics,2206.08853,MineDojo: Building Open-Ended Embodied Agents with Internet-Scale Knowledge,"['Huang, De-An', 'Wang, Guanzhi', 'Fan, Linxi', 'Zhu, Haoyi', 'Zhu, Yuke', 'Mandlekar, Ajay', 'Anandkumar, Anima', 'Yang, Yuncong', 'Tang, Andrew', 'Jiang, Yunfan']",2022/06/17,2022/11/22,['Machine Learning (cs.LG)'],"['Artificial Intelligence (cs.AI)', 'Computation and Language (cs.CL)', 'Computer Vision and Pattern Recognition (cs.CV)']",[],[]
['Max G. Levy'],2023-02-01,Machines Learn Better if We Teach Them the Basics,2206.13074,Leveraging Language for Accelerated Learning of Tool Manipulation,"['Majumdar, Anirudha', 'Narasimhan, Karthik', 'Govil, Bharat', 'Ren, Allen Z.', 'Yang, Tsung-Yen']",2022/06/27,2022/06/27,['Robotics (cs.RO)'],"['Artificial Intelligence (cs.AI)', 'Machine Learning (cs.LG)']",[],[]
['Rachel Crowell'],2023-03-01,An Applied Mathematician Strengthens AI With Pure Math,2006.01510,Recht-R\'e Noncommutative Arithmetic-Geometric Mean Conjecture is False,"['Lai, Zehua', 'Lim, Lek-Heng']",2020/06/02,2020/06/02,['Optimization and Control (math.OC)'],"['Machine Learning (cs.LG)', 'Algebraic Geometry (math.AG)', 'Machine Learning (stat.ML)']","15A45, 47A13, 90C22, 13J30, 15B48, 68W20",[]
['Anil Ananthaswamy'],2023-01-05,The Physics Principle That Inspired Modern AI Art,1503.03585,Deep Unsupervised Learning using Nonequilibrium Thermodynamics,"['Sohl-Dickstein, Jascha', 'Ganguli, Surya', 'Weiss, Eric A.', 'Maheswaranathan, Niru']",2015/03/12,2015/11/18,['Machine Learning (cs.LG)'],"['Disordered Systems and Neural Networks (cond-mat.dis-nn)', 'Neurons and Cognition (q-bio.NC)', 'Machine Learning (stat.ML)']",[],[]
['Anil Ananthaswamy'],2023-01-05,The Physics Principle That Inspired Modern AI Art,1907.05600,Generative Modeling by Estimating Gradients of the Data Distribution,"['Ermon, Stefano', 'Song, Yang']",2019/07/12,2020/10/10,['Machine Learning (cs.LG)'],['Machine Learning (stat.ML)'],[],[]
['Anil Ananthaswamy'],2023-01-05,The Physics Principle That Inspired Modern AI Art,2006.11239,Denoising Diffusion Probabilistic Models,"['Abbeel, Pieter', 'Jain, Ajay', 'Ho, Jonathan']",2020/06/19,2020/12/16,['Machine Learning (cs.LG)'],['Machine Learning (stat.ML)'],[],[]
['Lyndie Chiou'],2022-11-07,The Enduring Mystery of the Dragonfly 44 Galaxy,1606.06291,A High Stellar Velocity Dispersion and ~100 Globular Clusters for the Ultra Diffuse Galaxy Dragonfly 44,"['van Dokkum, Pieter', 'Brodie, Jean', 'Mowla, Lamiya', 'Romanowsky, Aaron', 'Abraham, Roberto', 'Zhang, Jielai', 'Merritt, Allison', 'Danieli, Shany', 'Conroy, Charlie']",2016/06/20,2016/07/15,['Astrophysics of Galaxies (astro-ph.GA)'],"['Cosmology and Nongalactic Astrophysics (astro-ph.CO)', 'Solar and Stellar Astrophysics (astro-ph.SR)']",[],[]
['Lyndie Chiou'],2022-11-07,The Enduring Mystery of the Dragonfly 44 Galaxy,1803.10237,A galaxy lacking dark matter,"['Romanowsky, Aaron J.', 'van Dokkum, Pieter', 'Brodie, Jean', 'Mowla, Lamiya', 'Lokhorst, Deborah', 'Abraham, Roberto', ""O'Sullivan, Ewan"", 'Zhang, Jielai', 'Cohen, Yotam', 'Merritt, Allison', 'Danieli, Shany', 'Conroy, Charlie']",2018/03/27,2018/03/27,['Astrophysics of Galaxies (astro-ph.GA)'],[],[],[]
['Lyndie Chiou'],2022-11-07,The Enduring Mystery of the Dragonfly 44 Galaxy,2209.09910,"The globular clusters and star formation history of the isolated, quiescent ultra-diffuse galaxy DGSAT I","['Laine, Seppo', 'Couch, Warrick J.', 'Brodie, Jean P.', 'Forbes, Duncan A.', 'Martínez-Delgado, David', 'van Dokkum, Pieter G.', 'Romanowsky, Aaron J.', 'Abraham, Roberto', 'Janssens, Steven R.']",2022/09/20,2022/09/20,['Astrophysics of Galaxies (astro-ph.GA)'],[],[],[]
['Charlie Wood'],2023-02-22,Physicists Use Quantum Mechanics to Pull Energy out of Nothing,1701.03805,Engineering negative stress-energy densities with quantum energy teleportation,"['Funai, Nicholas', 'Martin-Martinez, Eduardo']",2017/01/13,2017/01/13,['Quantum Physics (quant-ph)'],"['General Relativity and Quantum Cosmology (gr-qc)', 'High Energy Physics - Theory (hep-th)']",[],[]
['Charlie Wood'],2023-02-22,Physicists Use Quantum Mechanics to Pull Energy out of Nothing,2203.16269,Experimental activation of strong local passive states with quantum information,"['Katiyar, Hemant', 'Laflamme, Raymond', 'Rodríguez-Briones, Nayeli A.', 'Martín-Martínez, Eduardo']",2022/03/30,2022/03/30,['Quantum Physics (quant-ph)'],[],[],[]
['Charlie Wood'],2023-02-22,Physicists Use Quantum Mechanics to Pull Energy out of Nothing,2301.02666,First Realization of Quantum Energy Teleportation on Superconducting Quantum Hardware,"['Ikeda, Kazuki']",2023/01/07,2023/01/27,['Quantum Physics (quant-ph)'],"['Superconductivity (cond-mat.supr-con)', 'High Energy Physics - Theory (hep-th)', 'Applied Physics (physics.app-ph)', 'Optics (physics.optics)']",[],[]
['Charlie Wood'],2023-02-22,Physicists Use Quantum Mechanics to Pull Energy out of Nothing,2301.11884,Long-range quantum energy teleportation and distribution on a hyperbolic quantum network,"['Ikeda, Kazuki']",2023/01/27,2023/01/27,['Quantum Physics (quant-ph)'],"['Computers and Society (cs.CY)', 'Information Theory (cs.IT)', 'Networking and Internet Architecture (cs.NI)']",[],[]
['Jordana Cepelewicz'],2023-03-09,Long-Sought Math Proof Unlocks More Mysterious ‘Modular Forms’,2109.09040,The Unbounded Denominators Conjecture,"['Dimitrov, Vesselin', 'Calegari, Frank', 'Tang, Yunqing']",2021/09/19,2022/03/18,['Number Theory (math.NT)'],[],[],[]
